ID,Warehouse Block,Shipment Mode,Customer Care Calls,Customer Rating,Product Cost,Previous Orders,Product Priority,Gender,Discount Offered,Shipment Weight (g),Delivery Status,
7000,B,Flight,5,3,267,4,medium,female,1.0%,4837,On Time,
7001,C,Flight,5,5,235,5,low,female,4.0%,5908,On Time,
7002,F,Flight,4,1,181,2,low,male,2.0%,4154,Delayed,
7003,D,Flight,4,1,173,4,low,female,5.0%,5530,On Time,
7004,F,Flight,3,5,208,3,low,male,1.0%,4803,Delayed,
7005,A,Ship,4,3,221,2,low,female,6.0%,4114,On Time,
7006,B,Ship,3,5,141,2,medium,female,9.0%,5000,Delayed,
7007,C,Ship,4,1,238,3,high,female,4.0%,4910,Delayed,
7008,F,Ship,3,2,126,5,low,female,6.0%,4372,On Time,
7009,D,Ship,4,1,196,2,low,male,3.0%,4752,Delayed,
7010,F,Ship,4,3,169,2,high,male,7.0%,4032,On Time,
7011,A,Ship,3,3,249,3,low,male,10.0%,5184,Delayed,
7012,B,Ship,4,2,198,6,medium,male,5.0%,4659,Delayed,
7013,C,Ship,4,3,197,3,low,male,2.0%,4410,Delayed,
7014,F,Ship,3,5,251,4,medium,female,3.0%,5215,On Time,
7015,D,Ship,4,4,145,3,medium,male,8.0%,5780,Delayed,
7016,F,Ship,4,1,249,3,low,male,4.0%,5253,On Time,
7017,A,Ship,6,1,103,4,low,male,2.0%,5089,Delayed,
7018,B,Ship,2,5,264,5,medium,female,1.0%,4426,Delayed,
7019,C,Ship,6,1,206,6,medium,female,8.0%,4243,On Time,
7020,F,Ship,4,4,139,3,medium,male,2.0%,5135,Delayed,
7021,D,Ship,5,3,270,2,low,female,7.0%,5248,On Time,
7022,F,Ship,4,2,227,2,low,male,8.0%,4878,On Time,
7023,A,Ship,3,1,179,2,medium,female,10.0%,4828,Delayed,
7024,B,Ship,3,3,273,3,medium,female,6.0%,5269,On Time,
7025,C,Ship,5,1,153,2,low,female,7.0%,4944,On Time,
7026,F,Ship,4,1,112,6,medium,male,9.0%,5248,On Time,
7027,D,Ship,6,3,114,4,high,female,10.0%,5865,Delayed,
7028,F,Ship,4,4,214,2,high,female,1.0%,4117,On Time,
7029,A,Ship,3,4,196,4,low,female,4.0%,5031,Delayed,
7030,B,Ship,5,1,159,2,medium,female,5.0%,4382,Delayed,
7031,C,Ship,3,2,258,2,low,male,1.0%,5862,Delayed,
7032,F,Ship,5,5,125,3,low,male,10.0%,4997,Delayed,
7033,D,Ship,6,2,232,3,medium,female,7.0%,5219,On Time,
7034,F,Ship,4,3,196,2,high,male,10.0%,5709,On Time,
7035,A,Ship,4,2,257,3,low,male,3.0%,5549,On Time,
7036,B,Ship,2,1,219,4,low,male,6.0%,5124,Delayed,
7037,C,Ship,4,2,223,3,medium,female,7.0%,5977,Delayed,
7038,F,Ship,3,1,166,2,low,female,10.0%,4137,Delayed,
7039,D,Ship,6,1,264,3,high,female,5.0%,4435,On Time,
7040,F,Ship,3,3,182,3,low,female,5.0%,5914,Delayed,
7041,A,Ship,4,1,260,2,medium,female,2.0%,4529,Delayed,
7042,B,Ship,4,1,268,3,low,male,8.0%,5486,Delayed,
7043,C,Ship,6,4,272,4,low,female,4.0%,4098,Delayed,
7044,F,Ship,4,5,135,3,low,female,3.0%,4760,Delayed,
7045,D,Ship,3,2,164,2,medium,male,3.0%,4442,On Time,
7046,F,Ship,4,4,153,5,medium,male,9.0%,5818,Delayed,
7047,A,Ship,3,4,175,3,low,male,8.0%,4274,On Time,
7048,B,Ship,3,1,231,3,medium,male,9.0%,5148,On Time,
7049,C,Ship,5,4,222,3,low,male,3.0%,5555,Delayed,
7050,F,Ship,3,4,261,2,low,female,1.0%,5844,Delayed,
7051,D,Ship,3,2,223,2,low,female,10.0%,4604,Delayed,
7052,F,Ship,3,5,222,5,medium,male,2.0%,4027,On Time,
7053,A,Ship,4,5,240,3,low,female,9.0%,5794,On Time,
7054,B,Ship,4,5,137,2,high,female,6.0%,5208,Delayed,
7055,C,Ship,4,2,181,3,medium,male,6.0%,5964,Delayed,
7056,F,Ship,3,3,261,4,low,male,3.0%,5722,On Time,
7057,D,Ship,3,1,226,2,low,male,4.0%,4804,Delayed,
7058,F,Ship,4,5,246,2,medium,female,3.0%,5705,Delayed,
7059,A,Ship,3,4,226,2,medium,female,1.0%,5460,Delayed,
7060,B,Ship,3,4,238,2,low,male,3.0%,4723,Delayed,
7061,C,Ship,3,1,173,3,low,female,3.0%,4453,On Time,
7062,F,Ship,3,4,257,4,low,male,10.0%,4415,Delayed,
7063,D,Ship,3,2,160,4,low,female,9.0%,5112,On Time,
7064,F,Ship,3,3,179,3,low,female,9.0%,4459,On Time,
7065,A,Ship,3,1,101,5,low,female,3.0%,4807,Delayed,
7066,B,Ship,2,3,263,4,medium,male,9.0%,5390,Delayed,
7067,C,Ship,3,1,210,3,medium,male,4.0%,5683,Delayed,
7068,F,Ship,3,4,166,4,low,male,4.0%,5107,Delayed,
7069,D,Ship,2,3,163,3,low,female,4.0%,4862,Delayed,
7070,F,Ship,4,3,143,2,medium,male,1.0%,4402,On Time,
7071,A,Ship,4,3,248,6,medium,male,5.0%,4212,Delayed,
7072,B,Ship,3,1,198,2,low,female,8.0%,4940,Delayed,
7073,C,Ship,3,1,150,2,low,female,6.0%,5355,Delayed,
7074,F,Ship,4,3,195,4,medium,female,1.0%,5004,Delayed,
7075,D,Ship,4,4,213,3,low,female,1.0%,4266,Delayed,
7076,F,Ship,4,3,245,4,medium,male,8.0%,5982,On Time,
7077,A,Ship,3,1,199,3,medium,female,8.0%,5557,On Time,
7078,B,Ship,4,1,192,4,high,male,5.0%,4142,On Time,
7079,C,Ship,6,3,247,6,medium,male,3.0%,4582,Delayed,
7080,F,Ship,3,5,221,3,medium,male,7.0%,4741,On Time,
7081,D,Ship,3,1,200,4,medium,female,9.0%,5193,Delayed,
7082,F,Ship,4,3,260,3,low,female,5.0%,5540,Delayed,
7083,A,Ship,4,5,98,4,low,female,5.0%,4643,Delayed,
7084,B,Ship,5,1,198,4,low,female,5.0%,5719,Delayed,
7085,C,Ship,4,1,168,2,medium,female,1.0%,5698,On Time,
7086,F,Ship,6,1,260,3,medium,male,1.0%,5134,Delayed,
7087,D,Ship,4,1,266,4,low,male,3.0%,5773,On Time,
7088,F,Ship,3,3,239,3,low,male,8.0%,5366,On Time,
7089,A,Ship,4,1,214,5,medium,male,9.0%,5801,Delayed,
7090,B,Ship,3,3,203,3,medium,female,8.0%,5929,Delayed,
7091,C,Ship,2,5,264,3,medium,female,3.0%,4320,On Time,
7092,F,Ship,4,3,169,6,medium,female,2.0%,5607,Delayed,
7093,D,Ship,3,1,167,2,low,male,1.0%,5749,Delayed,
7094,F,Ship,3,3,266,7,low,male,2.0%,5671,On Time,
7095,A,Ship,3,2,182,10,low,male,1.0%,4303,Delayed,
7096,B,Ship,5,2,195,6,high,male,5.0%,5339,On Time,
7097,C,Ship,4,1,153,3,low,female,8.0%,5198,Delayed,
7098,F,Road,5,1,238,3,high,male,2.0%,5369,On Time,
7099,D,Road,5,5,238,8,low,male,9.0%,5186,Delayed,
7100,F,Road,3,4,180,7,high,male,4.0%,5500,Delayed,
7101,A,Road,5,4,262,6,medium,female,1.0%,1177,Delayed,
7102,B,Road,5,2,223,5,medium,male,5.0%,1484,On Time,
7103,C,Road,5,2,275,5,low,female,10.0%,1924,Delayed,
7104,F,Road,6,2,139,6,medium,male,8.0%,1691,On Time,
7105,D,Road,4,1,245,6,low,female,7.0%,1884,On Time,
7106,F,Road,6,2,278,4,high,female,8.0%,1967,Delayed,
7107,A,Road,5,4,243,5,low,female,5.0%,1118,Delayed,
7108,B,Road,7,1,309,4,low,female,4.0%,1151,Delayed,
7109,C,Road,6,2,279,4,low,female,5.0%,1836,Delayed,
7110,F,Road,6,5,247,4,medium,male,7.0%,1461,On Time,
7111,D,Road,5,5,235,5,medium,female,10.0%,1393,Delayed,
7112,F,Road,5,3,268,5,medium,female,10.0%,1660,Delayed,
7113,A,Road,6,2,309,4,medium,male,10.0%,1782,Delayed,
7114,B,Road,4,5,213,3,low,female,7.0%,4490,Delayed,
7115,C,Road,4,4,245,4,medium,female,6.0%,5051,Delayed,
7116,F,Road,3,1,199,3,medium,female,7.0%,4377,On Time,
7117,D,Road,4,3,192,4,high,female,1.0%,5669,On Time,
7118,F,Road,6,5,247,6,medium,male,3.0%,4832,Delayed,
7119,A,Road,3,5,221,3,medium,female,8.0%,4523,Delayed,
7120,B,Flight,3,4,200,4,medium,female,8.0%,4944,Delayed,
7121,C,Flight,4,4,260,3,low,male,9.0%,4224,Delayed,
7122,F,Flight,4,5,98,4,low,male,5.0%,5188,Delayed,
7123,D,Flight,5,1,198,4,low,female,5.0%,5025,On Time,
7124,F,Flight,4,1,168,2,medium,female,8.0%,5276,On Time,
7125,A,Flight,6,4,260,3,medium,male,9.0%,4730,On Time,
7126,B,Flight,4,2,266,4,low,female,7.0%,4639,Delayed,
7127,C,Flight,3,1,239,3,low,male,2.0%,4425,Delayed,
7128,F,Flight,4,1,214,5,medium,female,6.0%,4573,On Time,
7129,D,Flight,3,3,203,3,medium,female,3.0%,4196,Delayed,
7130,F,Flight,2,4,264,3,medium,female,6.0%,4025,On Time,
7131,A,Flight,4,3,169,6,medium,male,3.0%,5957,On Time,
7132,B,Flight,3,5,167,2,low,male,5.0%,5042,On Time,
7133,C,Flight,3,1,266,7,low,male,5.0%,4102,On Time,
7134,F,Flight,3,3,182,10,low,male,3.0%,5555,Delayed,
7135,D,Flight,5,1,195,6,high,female,8.0%,4944,On Time,
7136,F,Flight,4,4,153,3,low,male,5.0%,4624,Delayed,
7137,A,Flight,5,4,238,3,high,female,5.0%,5907,On Time,
7138,B,Flight,5,4,238,8,low,male,3.0%,4046,Delayed,
7139,C,Flight,3,4,180,7,high,male,4.0%,4408,Delayed,
7140,F,Flight,5,1,262,6,medium,male,1.0%,1696,Delayed,
7141,D,Flight,5,5,223,5,medium,female,5.0%,1678,Delayed,
7142,F,Ship,5,3,275,5,low,male,7.0%,1349,Delayed,
7143,A,Ship,6,5,139,6,medium,female,10.0%,1081,On Time,
7144,B,Ship,4,4,245,6,low,female,6.0%,1437,On Time,
7145,C,Ship,6,5,278,4,high,female,6.0%,1761,Delayed,
7146,F,Ship,5,4,243,5,low,female,2.0%,1637,Delayed,
7147,D,Ship,7,4,309,4,low,male,7.0%,1880,Delayed,
7148,F,Ship,6,4,279,4,low,male,9.0%,1128,Delayed,
7149,A,Ship,6,2,247,4,medium,male,8.0%,1941,Delayed,
7150,B,Ship,5,5,235,5,medium,male,9.0%,1032,On Time,
7151,C,Ship,5,5,274,5,low,male,7.0%,1875,On Time,
7152,F,Ship,6,5,283,4,low,male,3.0%,1374,On Time,
7153,D,Ship,6,5,286,4,low,male,9.0%,1282,On Time,
7154,F,Ship,5,1,257,5,low,male,9.0%,1329,Delayed,
7155,A,Ship,5,4,223,5,low,male,2.0%,1400,Delayed,
7156,B,Ship,4,5,239,5,low,female,7.0%,1001,On Time,
7157,C,Ship,4,5,246,6,low,male,1.0%,1400,On Time,
7158,F,Ship,7,2,295,4,low,female,10.0%,1587,Delayed,
7159,D,Ship,6,1,305,4,low,male,5.0%,1588,Delayed,
7160,F,Ship,3,4,177,4,medium,female,3.0%,1148,Delayed,
7161,A,Ship,5,3,257,5,low,female,3.0%,1262,On Time,
7162,B,Ship,6,2,306,4,low,female,6.0%,1123,Delayed,
7163,C,Ship,4,3,226,6,medium,male,6.0%,1704,On Time,
7164,F,Ship,4,5,228,5,low,male,9.0%,1381,Delayed,
7165,D,Ship,5,4,225,5,low,male,7.0%,1476,Delayed,
7166,F,Ship,7,5,289,4,low,female,5.0%,1864,On Time,
7167,A,Ship,5,4,261,5,low,male,2.0%,1409,Delayed,
7168,B,Ship,5,3,255,5,medium,female,10.0%,1886,Delayed,
7169,C,Ship,5,3,266,5,medium,female,2.0%,1510,On Time,
7170,F,Ship,6,3,290,4,low,male,5.0%,1784,Delayed,
7171,D,Ship,4,5,235,5,low,male,6.0%,1460,Delayed,
7172,F,Ship,6,4,250,4,low,male,3.0%,1490,On Time,
7173,A,Ship,5,3,245,5,low,female,3.0%,1409,Delayed,
7174,B,Ship,6,4,286,4,medium,male,9.0%,1096,On Time,
7175,C,Ship,5,5,271,4,low,male,9.0%,1989,Delayed,
7176,F,Ship,4,4,242,6,low,female,9.0%,1192,On Time,
7177,D,Ship,7,5,282,5,low,male,8.0%,1091,On Time,
7178,F,Ship,4,1,254,5,low,female,7.0%,1003,Delayed,
7179,A,Ship,5,2,242,5,medium,female,1.0%,1004,On Time,
7180,B,Ship,5,5,263,4,low,female,9.0%,1551,Delayed,
7181,C,Ship,7,5,278,4,low,female,5.0%,1126,On Time,
7182,F,Ship,6,5,255,4,low,male,3.0%,1624,On Time,
7183,D,Ship,4,4,184,3,low,male,4.0%,1330,On Time,
7184,F,Ship,6,4,257,4,medium,female,9.0%,1108,On Time,
7185,A,Ship,3,2,214,2,medium,male,3.0%,1983,On Time,
7186,B,Ship,6,1,301,4,low,female,3.0%,1200,On Time,
7187,C,Ship,6,1,264,4,medium,male,1.0%,1273,Delayed,
7188,F,Ship,5,3,256,5,medium,male,5.0%,1080,On Time,
7189,D,Ship,5,5,275,6,low,male,1.0%,1507,Delayed,
7190,F,Ship,4,1,236,5,medium,male,4.0%,1953,Delayed,
7191,A,Ship,5,2,303,4,low,female,9.0%,1224,On Time,
7192,B,Ship,6,3,284,4,medium,male,4.0%,1652,On Time,
7193,C,Ship,4,4,229,6,low,male,2.0%,1279,Delayed,
7194,F,Ship,5,3,258,5,low,female,4.0%,1665,On Time,
7195,D,Ship,5,1,243,5,low,male,3.0%,1066,On Time,
7196,F,Ship,6,1,306,4,medium,male,8.0%,1378,Delayed,
7197,A,Ship,4,2,235,6,low,male,6.0%,1386,Delayed,
7198,B,Ship,4,3,150,4,low,female,4.0%,1021,Delayed,
7199,C,Ship,6,4,291,4,low,female,5.0%,1112,On Time,
7200,F,Ship,7,3,278,4,low,male,2.0%,1038,On Time,
7201,D,Ship,5,5,240,6,low,female,10.0%,1986,Delayed,
7202,F,Ship,6,1,272,4,medium,male,10.0%,1534,On Time,
7203,A,Ship,5,5,246,5,low,female,6.0%,1911,Delayed,
7204,B,Ship,6,2,266,4,medium,male,3.0%,1090,Delayed,
7205,C,Ship,5,4,252,5,low,female,10.0%,1015,On Time,
7206,F,Ship,6,5,254,4,low,female,2.0%,1824,Delayed,
7207,D,Ship,7,3,305,4,medium,female,3.0%,1426,On Time,
7208,F,Ship,6,5,307,4,high,male,3.0%,1406,Delayed,
7209,A,Ship,6,4,278,5,low,male,5.0%,1180,Delayed,
7210,B,Ship,6,3,265,5,medium,male,10.0%,1897,Delayed,
7211,C,Ship,6,5,248,4,low,female,10.0%,1005,Delayed,
7212,F,Ship,7,5,299,4,low,male,4.0%,1052,On Time,
7213,D,Ship,6,2,280,4,low,male,10.0%,1866,On Time,
7214,F,Ship,7,4,247,4,low,female,9.0%,1228,Delayed,
7215,A,Ship,6,1,273,4,low,male,3.0%,1361,On Time,
7216,B,Ship,6,2,254,5,low,male,7.0%,1638,On Time,
7217,C,Ship,5,2,246,5,medium,female,9.0%,1876,Delayed,
7218,F,Ship,7,4,251,5,low,male,3.0%,1433,Delayed,
7219,D,Ship,5,5,262,5,low,male,9.0%,1400,Delayed,
7220,F,Ship,5,1,245,5,low,female,3.0%,1956,On Time,
7221,A,Ship,4,2,273,5,medium,female,8.0%,2000,Delayed,
7222,B,Ship,3,1,268,4,medium,female,4.0%,5006,Delayed,
7223,C,Ship,4,2,244,5,low,female,7.0%,5337,Delayed,
7224,F,Ship,3,3,260,2,low,male,6.0%,5044,Delayed,
7225,D,Ship,3,1,271,3,low,male,4.0%,4108,Delayed,
7226,F,Ship,5,4,219,2,medium,female,5.0%,4919,On Time,
7227,A,Ship,4,1,193,3,medium,female,9.0%,5354,Delayed,
7228,B,Ship,5,5,149,3,medium,male,9.0%,5979,Delayed,
7229,C,Ship,3,5,268,2,low,female,4.0%,5909,Delayed,
7230,F,Ship,3,5,151,2,low,male,3.0%,5039,Delayed,
7231,D,Ship,4,3,171,2,medium,male,10.0%,5211,Delayed,
7232,F,Ship,3,3,202,2,medium,female,1.0%,5220,On Time,
7233,A,Ship,5,2,174,4,medium,male,8.0%,5627,On Time,
7234,B,Ship,4,2,227,3,medium,male,7.0%,4041,Delayed,
7235,C,Road,6,3,175,4,low,male,3.0%,4143,Delayed,
7236,F,Road,3,4,191,3,medium,male,6.0%,4586,On Time,
7237,D,Road,4,5,240,3,low,female,5.0%,5734,On Time,
7238,F,Road,3,1,238,3,medium,female,6.0%,5092,Delayed,
7239,A,Road,3,3,99,5,medium,male,9.0%,5470,Delayed,
7240,B,Road,3,5,142,3,low,female,2.0%,4619,Delayed,
7241,C,Road,4,5,148,3,high,female,6.0%,5473,On Time,
7242,F,Road,4,5,129,5,medium,male,7.0%,5554,On Time,
7243,D,Road,6,3,262,6,high,male,5.0%,4506,Delayed,
7244,F,Road,4,4,190,2,low,male,2.0%,4460,Delayed,
7245,A,Road,5,1,268,5,medium,male,1.0%,4704,Delayed,
7246,B,Road,3,5,205,4,low,male,2.0%,5294,Delayed,
7247,C,Road,3,1,186,2,medium,male,3.0%,5818,Delayed,
7248,F,Road,3,2,185,4,low,female,8.0%,5545,Delayed,
7249,D,Road,5,4,173,3,low,male,9.0%,5432,Delayed,
7250,F,Road,3,2,208,2,high,male,1.0%,4999,Delayed,
7251,A,Road,5,1,177,2,medium,male,9.0%,4881,Delayed,
7252,B,Road,3,1,190,3,low,female,1.0%,5065,On Time,
7253,C,Road,5,4,257,3,medium,female,3.0%,4895,On Time,
7254,F,Road,3,4,168,3,medium,male,5.0%,5183,Delayed,
7255,D,Road,3,2,229,3,low,male,2.0%,4447,On Time,
7256,F,Road,4,1,152,2,high,male,2.0%,5396,Delayed,
7257,A,Flight,5,4,154,2,medium,male,10.0%,5670,Delayed,
7258,B,Flight,5,5,239,3,medium,male,8.0%,4975,Delayed,
7259,C,Flight,3,5,252,2,low,male,2.0%,4888,On Time,
7260,F,Flight,4,4,258,2,medium,female,5.0%,4363,On Time,
7261,D,Flight,4,5,184,4,medium,female,3.0%,5430,On Time,
7262,F,Flight,4,3,148,5,medium,male,2.0%,4065,On Time,
7263,A,Flight,5,2,240,2,medium,male,4.0%,4447,On Time,
7264,B,Flight,6,2,169,2,medium,male,9.0%,5580,Delayed,
7265,C,Flight,3,4,156,3,medium,male,4.0%,4519,On Time,
7266,F,Flight,4,4,264,3,medium,female,9.0%,5555,On Time,
7267,D,Flight,4,5,223,3,medium,male,7.0%,5832,On Time,
7268,F,Flight,5,4,233,3,low,male,6.0%,4275,On Time,
7269,A,Flight,3,4,230,3,medium,female,7.0%,5891,Delayed,
7270,B,Flight,2,3,175,6,high,female,6.0%,5341,On Time,
7271,C,Flight,4,3,155,3,high,female,2.0%,4534,Delayed,
7272,F,Flight,4,2,220,2,medium,male,5.0%,5864,Delayed,
7273,D,Flight,4,2,283,2,high,female,1.0%,4115,Delayed,
7274,F,Flight,3,3,239,4,low,female,5.0%,4084,On Time,
7275,A,Flight,5,2,248,2,low,female,10.0%,4813,Delayed,
7276,B,Flight,4,3,256,3,low,female,4.0%,5068,On Time,
7277,C,Flight,4,2,267,2,low,male,7.0%,5746,On Time,
7278,F,Flight,3,5,207,4,low,male,10.0%,4092,On Time,
7279,D,Ship,3,1,204,4,medium,female,6.0%,5926,On Time,
7280,F,Ship,4,4,209,2,medium,female,3.0%,4407,Delayed,
7281,A,Ship,4,3,183,3,low,male,4.0%,5866,Delayed,
7282,B,Ship,2,5,140,4,high,female,2.0%,4636,On Time,
7283,C,Ship,4,3,161,3,high,female,7.0%,4799,On Time,
7284,F,Ship,4,3,151,3,medium,female,9.0%,4908,Delayed,
7285,D,Ship,5,4,257,2,medium,male,10.0%,5095,Delayed,
7286,F,Ship,3,4,199,3,medium,female,3.0%,4067,Delayed,
7287,A,Ship,4,1,191,2,low,female,4.0%,5851,On Time,
7288,B,Ship,3,5,236,2,low,male,10.0%,5755,On Time,
7289,C,Ship,4,3,217,3,medium,female,7.0%,4723,On Time,
7290,F,Ship,5,3,202,2,low,female,6.0%,5716,Delayed,
7291,D,Ship,3,4,246,3,high,female,1.0%,4273,On Time,
7292,F,Ship,4,4,194,4,low,female,10.0%,5024,Delayed,
7293,A,Ship,3,2,221,2,medium,male,10.0%,4715,On Time,
7294,B,Ship,4,4,231,5,low,female,6.0%,5482,Delayed,
7295,C,Ship,5,5,254,5,low,female,2.0%,4426,Delayed,
7296,F,Ship,4,3,252,2,low,male,6.0%,5266,On Time,
7297,D,Ship,3,5,196,3,high,female,4.0%,4569,Delayed,
7298,F,Ship,5,5,104,4,high,female,9.0%,5652,Delayed,
7299,A,Ship,5,5,156,4,low,female,5.0%,5987,On Time,
7300,B,Ship,5,4,250,4,low,male,2.0%,4183,Delayed,
7301,C,Ship,3,4,267,2,low,male,9.0%,5940,Delayed,
7302,F,Ship,3,2,197,4,medium,male,1.0%,5210,On Time,
7303,D,Ship,3,4,227,4,low,female,9.0%,5465,Delayed,
7304,F,Ship,5,1,248,3,low,female,2.0%,4075,Delayed,
7305,A,Ship,3,3,274,3,medium,male,3.0%,5157,Delayed,
7306,B,Ship,6,1,232,6,low,male,4.0%,5877,Delayed,
7307,C,Ship,3,2,181,3,low,male,4.0%,5966,On Time,
7308,F,Ship,2,5,101,3,low,male,10.0%,4353,Delayed,
7309,D,Ship,4,4,161,2,medium,female,8.0%,4348,On Time,
7310,F,Ship,4,2,268,2,medium,female,8.0%,4219,Delayed,
7311,A,Ship,4,4,218,4,medium,female,10.0%,4967,Delayed,
7312,B,Ship,3,2,192,3,low,male,1.0%,4308,On Time,
7313,C,Ship,2,3,197,2,medium,female,2.0%,4277,Delayed,
7314,F,Ship,4,4,253,2,medium,female,5.0%,5624,Delayed,
7315,D,Ship,3,1,183,4,low,male,5.0%,5326,Delayed,
7316,F,Ship,3,5,177,4,high,male,9.0%,5311,Delayed,
7317,A,Ship,5,1,241,3,low,female,7.0%,5134,On Time,
7318,B,Ship,3,5,180,4,low,female,9.0%,5105,On Time,
7319,C,Ship,5,2,158,3,medium,male,2.0%,5221,Delayed,
7320,F,Ship,4,1,209,3,low,female,7.0%,4808,On Time,
7321,D,Ship,5,4,273,6,medium,female,7.0%,4058,On Time,
7322,F,Ship,6,2,226,4,high,female,7.0%,5600,Delayed,
7323,A,Ship,4,3,178,3,medium,male,6.0%,4576,Delayed,
7324,B,Ship,5,1,151,6,medium,male,2.0%,4529,Delayed,
7325,C,Ship,3,1,212,2,medium,male,7.0%,5022,Delayed,
7326,F,Ship,3,2,239,4,medium,female,10.0%,4410,Delayed,
7327,D,Ship,5,3,257,5,medium,male,5.0%,4183,Delayed,
7328,F,Ship,3,3,165,2,low,male,8.0%,5813,Delayed,
7329,A,Ship,4,3,183,2,medium,female,8.0%,5690,On Time,
7330,B,Ship,4,5,135,3,low,male,1.0%,5013,Delayed,
7331,C,Ship,4,1,200,3,low,male,5.0%,4686,Delayed,
7332,F,Ship,4,2,162,4,medium,male,7.0%,5294,Delayed,
7333,D,Ship,3,3,218,3,medium,male,6.0%,5288,On Time,
7334,F,Ship,3,4,158,2,medium,male,7.0%,4744,Delayed,
7335,A,Ship,4,2,213,3,medium,male,8.0%,5214,On Time,
7336,B,Ship,3,1,215,2,medium,female,9.0%,4940,Delayed,
7337,C,Ship,3,3,268,2,high,female,5.0%,5195,Delayed,
7338,F,Ship,3,1,207,4,low,male,9.0%,4252,Delayed,
7339,D,Ship,2,5,270,6,medium,female,1.0%,5675,Delayed,
7340,F,Ship,5,2,245,2,low,male,6.0%,5366,On Time,
7341,A,Ship,4,2,154,2,medium,female,6.0%,4705,On Time,
7342,B,Ship,3,1,155,3,medium,female,2.0%,5446,Delayed,
7343,C,Ship,4,4,238,3,low,female,7.0%,4709,Delayed,
7344,F,Ship,3,2,151,2,medium,male,1.0%,5179,Delayed,
7345,D,Ship,3,4,185,2,low,male,4.0%,5926,Delayed,
7346,F,Ship,4,3,171,3,medium,female,8.0%,4826,Delayed,
7347,A,Ship,3,2,206,2,low,female,7.0%,4185,On Time,
7348,B,Ship,3,3,232,2,low,male,5.0%,4255,On Time,
7349,C,Ship,4,2,187,2,medium,female,7.0%,5524,On Time,
7350,F,Ship,4,4,209,3,medium,male,8.0%,5884,On Time,
7351,D,Ship,4,2,262,3,low,male,2.0%,4015,Delayed,
7352,F,Ship,3,2,154,3,low,female,6.0%,5540,On Time,
7353,A,Ship,5,1,163,3,medium,female,1.0%,5194,Delayed,
7354,B,Ship,4,1,257,2,low,male,7.0%,4869,Delayed,
7355,C,Ship,3,5,265,4,low,female,8.0%,5087,On Time,
7356,F,Ship,3,2,220,3,low,female,7.0%,5503,Delayed,
7357,D,Ship,3,1,201,3,low,female,6.0%,4953,Delayed,
7358,F,Ship,2,4,268,4,low,male,5.0%,4400,On Time,
7359,A,Ship,4,1,139,3,medium,male,7.0%,4550,Delayed,
7360,B,Ship,3,5,241,4,low,female,3.0%,5051,Delayed,
7361,C,Ship,4,4,145,3,high,male,2.0%,5665,Delayed,
7362,F,Ship,4,3,157,3,medium,male,9.0%,4990,Delayed,
7363,D,Ship,4,3,203,2,medium,female,7.0%,4185,Delayed,
7364,F,Ship,4,4,163,3,medium,male,7.0%,4463,Delayed,
7365,A,Ship,4,1,263,2,low,female,5.0%,4010,On Time,
7366,B,Ship,5,5,258,4,high,female,5.0%,4562,Delayed,
7367,C,Ship,5,3,251,3,medium,female,8.0%,4228,On Time,
7368,F,Ship,3,4,140,6,low,male,9.0%,4558,Delayed,
7369,D,Ship,4,1,179,4,medium,female,2.0%,4071,On Time,
7370,F,Ship,5,4,211,2,medium,female,7.0%,4734,Delayed,
7371,A,Ship,3,1,271,2,medium,female,7.0%,4569,Delayed,
7372,B,Road,4,4,181,3,medium,male,1.0%,5444,Delayed,
7373,C,Road,2,1,130,4,medium,female,10.0%,4726,Delayed,
7374,F,Road,5,4,264,3,high,male,9.0%,5841,On Time,
7375,D,Road,4,2,221,3,low,female,7.0%,4856,Delayed,
7376,F,Road,3,1,194,2,medium,female,1.0%,5931,Delayed,
7377,A,Road,3,1,201,2,medium,female,4.0%,4857,On Time,
7378,B,Road,3,5,166,2,medium,male,6.0%,4523,On Time,
7379,C,Road,5,4,254,2,low,male,9.0%,5658,On Time,
7380,F,Road,4,3,144,3,low,female,7.0%,5496,Delayed,
7381,D,Road,5,2,171,2,low,male,6.0%,4236,Delayed,
7382,F,Road,6,4,240,3,low,female,9.0%,4986,On Time,
7383,A,Road,6,3,232,5,high,male,10.0%,4576,On Time,
7384,B,Road,5,4,145,6,medium,male,6.0%,4403,Delayed,
7385,C,Road,3,3,275,4,medium,male,2.0%,4086,On Time,
7386,F,Road,3,1,146,10,low,female,5.0%,4032,On Time,
7387,D,Road,5,5,207,2,high,male,8.0%,5066,On Time,
7388,F,Road,4,1,157,7,low,female,7.0%,4385,Delayed,
7389,A,Road,4,2,146,8,low,male,7.0%,5245,On Time,
7390,B,Road,4,1,139,8,medium,male,6.0%,5667,On Time,
7391,C,Road,3,5,223,7,high,male,8.0%,4178,On Time,
7392,F,Road,5,2,224,2,medium,female,10.0%,5674,Delayed,
7393,D,Road,5,3,174,3,medium,female,6.0%,5064,On Time,
7394,F,Flight,4,5,152,7,low,male,9.0%,4224,Delayed,
7395,A,Flight,4,2,223,5,medium,female,3.0%,4480,Delayed,
7396,B,Flight,5,2,223,5,low,female,5.0%,1010,On Time,
7397,C,Flight,4,2,239,5,low,female,10.0%,1429,Delayed,
7398,F,Flight,4,2,246,6,low,male,5.0%,1622,Delayed,
